I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
42,218,177,-130,-67,197,89,296,314,364,374,143
39,200,161,-120,-60,180,61,236,247,296,321,117
30,181,151,-105,-60,166,38,184,192,238,277,99
20,168,149,-94,-64,158,23,135,147,182,232,98
19,159,141,-89,-60,149,4,96,112,138,200,91
19,152,134,-85,-57,142,-6,78,100,116,188,93
21,142,122,-81,-50,132,-16,58,84,92,171,91
17,124,107,-71,-45,115,-23,50,74,83,165,82
20,111,92,-65,-36,101,-25,44,63,71,156,78
27,97,71,-62,-21,84,-34,32,42,56,144,61
25,83,58,-54,-16,70,-37,22,25,41,132,50
24,71,47,-47,-11,59,-47,-3,-3,10,107,35
19,60,42,-39,-11,50,-52,-23,-24,-13,88,25
14,57,43,-35,-14,49,-49,-42,-38,-37,66,30
11,52,42,-32,-15,47,-53,-57,-50,-53,53,27
4,48,45,-26,-20,46,-51,-56,-45,-50,56,35
4,46,43,-25,-19,44,-50,-58,-45,-54,52,38
2,40,38,-21,-18,39,-49,-49,-39,-46,59,36
3,37,34,-20,-15,35,-46,-44,-36,-44,59,37
7,31,25,-19,-8,28,-51,-48,-46,-49,54,25
7,26,20,-16,-6,22,-52,-48,-52,-50,52,17
11,24,14,-17,-1,18,-59,-63,-70,-67,37,6
11,22,12,-16,0,16,-63,-73,-82,-79,27,0
12,27,16,-19,-2,21,-59,-85,-88,-96,12,8
14,30,17,-22,-1,23,-61,-93,-94,-104,4,8
11,32,22,-21,-5,27,-55,-85,-84,-96,11,16
12,34,23,-23,-5,28,-53,-85,-81,-96,11,21
8,30,23,-19,-7,26,-53,-75,-73,-86,21,22
4,27,23,-15,-9,24,-49,-69,-68,-81,26,25
1,19,19,-10,-8,19,-54,-70,-74,-81,27,14
-2,14,17,-6,-9,15,-55,-68,-76,-79,28,10
2,12,11,-7,-4,11,-63,-82,-91,-92,17,0
3,11,8,-7,-2,9,-69,-90,-101,-98,11,-6
6,17,12,-11,-2,14,-68,-100,-107,-110,0,-1
8,18,11,-13,-1,14,-70,-109,-113,-116,-5,-2
4,19,15,-11,-5,17,-64,-103,-103,-108,0,6
6,21,16,-13,-4,18,-62,-104,-100,-108,0,10
4,19,15,-11,-5,17,-60,-96,-92,-97,9,11
3,18,16,-11,-6,17,-55,-91,-87,-92,13,14
4,14,11,-9,-3,12,-58,-92,-93,-90,15,4
2,11,10,-6,-4,10,-57,-89,-95,-87,17,-1
5,9,6,-7,0,7,-63,-101,-109,-100,6,-11
5,8,4,-7,1,6,-66,-108,-117,-107,1,-16
8,14,6,-11,1,9,-63,-118,-121,-119,-10,-8
9,16,8,-12,1,11,-65,-125,-126,-124,-14,-8
4,18,15,-11,-5,16,-59,-117,-117,-116,-7,1
4,19,16,-11,-5,17,-58,-118,-117,-117,-7,6
2,14,13,-8,-5,13,-57,-110,-111,-109,2,7
1,14,14,-7,-6,13,-54,-106,-107,-105,6,12
2,12,10,-7,-4,11,-59,-108,-112,-104,9,5
1,8,8,-4,-3,8,-60,-105,-113,-100,13,3
5,5,1,-5,2,2,-68,-116,-125,-111,5,-5
5,1,-3,-3,4,-1,-72,-122,-133,-117,0,-12
6,4,-2,-5,5,0,-68,-132,-140,-130,-12,-10
8,3,-4,-5,6,-1,-70,-140,-147,-138,-18,-14
4,2,-1,-3,2,0,-64,-134,-139,-134,-13,-7
5,3,-1,-4,4,1,-62,-136,-138,-137,-15,-5
4,1,-2,-2,4,-1,-58,-127,-130,-128,-6,-5
3,1,-2,-2,3,-1,-54,-123,-126,-125,-4,-2
4,-3,-6,0,5,-5,-57,-123,-132,-124,-3,-11
2,-4,-6,1,4,-5,-55,-120,-132,-122,-1,-13
8,-1,-9,-3,9,-6,-60,-131,-144,-136,-11,-22
15,3,-11,-9,13,-4,-63,-135,-149,-139,-12,-28
26,15,-10,-20,18,2,-62,-141,-152,-147,-18,-25
28,17,-10,-23,20,3,-65,-148,-159,-155,-24,-27
21,15,-5,-17,13,4,-59,-145,-154,-155,-24,-19
18,12,-5,-15,12,3,-59,-150,-157,-162,-30,-16
11,5,-5,-8,9,-1,-58,-144,-153,-157,-24,-15
8,2,-5,-5,6,-2,-54,-142,-150,-156,-23,-12
7,-3,-9,-1,8,-7,-58,-143,-155,-156,-22,-20
0,-10,-10,5,5,-10,-58,-142,-156,-153,-19,-23
-2,-16,-14,9,6,-16,-64,-155,-169,-164,-27,-34
-5,-22,-17,14,6,-20,-68,-162,-178,-170,-33,-42
-4,-21,-16,12,7,-19,-68,-173,-186,-185,-47,-40
-3,-21,-18,12,8,-20,-70,-180,-193,-193,-54,-43
-7,-20,-13,14,4,-17,-61,-173,-186,-188,-49,-35
-4,-19,-14,12,5,-17,-60,-177,-187,-192,-52,-33
-5,-21,-15,13,5,-19,-58,-172,-182,-185,-46,-33
-4,-20,-14,12,5,-17,-54,-169,-178,-183,-43,-29
-2,-21,-18,11,9,-20,-57,-168,-182,-182,-39,-38
-5,-24,-18,15,7,-22,-56,-165,-181,-178,-35,-39
-6,-29,-22,17,9,-26,-62,-176,-193,-188,-44,-47
-3,-30,-26,16,12,-28,-64,-180,-196,-191,-46,-51
7,-21,-28,7,18,-25,-62,-186,-197,-202,-55,-47
8,-23,-30,7,19,-27,-64,-192,-202,-208,-58,-51
-3,-29,-25,16,12,-27,-56,-187,-196,-202,-53,-45
-5,-33,-27,19,11,-30,-55,-191,-199,-207,-57,-43
-9,-40,-30,25,11,-36,-51,-186,-194,-202,-52,-42
-11,-43,-31,27,10,-38,-46,-184,-192,-201,-52,-37
-11,-49,-37,30,13,-43,-48,-185,-196,-199,-50,-45
-15,-54,-39,35,12,-47,-46,-181,-194,-193,-45,-46
-13,-58,-44,36,16,-52,-51,-189,-204,-198,-50,-55
-13,-61,-48,37,18,-55,-53,-191,-208,-199,-51,-61
-8,-57,-48,33,20,-53,-51,-199,-213,-210,-62,-59
-3,-56,-52,30,25,-54,-52,-203,-218,-214,-66,-63
-2,-54,-51,28,25,-53,-45,-195,-211,-207,-60,-56
0,-54,-53,28,27,-54,-42,-196,-211,-208,-62,-54
-7,-61,-53,34,23,-58,-37,-189,-204,-198,-56,-51
-10,-63,-53,37,22,-59,-30,-183,-197,-192,-53,-47
-10,-69,-58,39,24,-64,-31,-179,-195,-185,-47,-53
-14,-74,-60,44,23,-67,-29,-172,-189,-177,-41,-55
-12,-80,-66,46,27,-73,-34,-178,-197,-183,-46,-65
-12,-83,-71,48,29,-77,-34,-178,-198,-182,-45,-70
-7,-80,-72,43,33,-76,-30,-184,-201,-191,-53,-65
-6,-80,-74,43,34,-77,-31,-186,-202,-192,-55,-67
-12,-81,-68,47,28,-75,-24,-176,-191,-183,-48,-60
-13,-81,-67,47,27,-75,-20,-176,-188,-183,-50,-58
-18,-86,-68,52,25,-77,-12,-166,-178,-172,-41,-57
-19,-87,-67,53,24,-77,-5,-160,-170,-167,-38,-53
-18,-90,-71,54,27,-81,-6,-156,-167,-160,-33,-61
-20,-93,-71,57,26,-82,-2,-147,-160,-151,-27,-62
-17,-94,-76,56,30,-85,-5,-151,-165,-155,-32,-71
-16,-96,-80,56,32,-89,-6,-150,-165,-153,-32,-77
-10,-93,-83,52,37,-88,-4,-155,-169,-161,-41,-76
-9,-96,-86,53,38,-91,-2,-157,-170,-163,-44,-79
-17,-99,-81,58,32,-90,11,-148,-158,-156,-41,-70
-17,-98,-80,58,32,-90,16,-147,-154,-156,-43,-68
-19,-99,-79,59,30,-89,22,-136,-142,-144,-34,-67
-21,-99,-77,60,28,-88,28,-128,-135,-139,-32,-65
-25,-104,-79,64,27,-92,28,-123,-134,-133,-28,-73
-28,-107,-78,68,25,-93,31,-114,-128,-125,-23,-75
-24,-108,-83,66,29,-96,26,-118,-134,-131,-29,-84
-27,-112,-84,69,29,-98,25,-117,-134,-129,-28,-91
-27,-111,-83,69,28,-97,27,-123,-138,-138,-36,-91
-27,-112,-84,69,29,-98,27,-126,-142,-143,-41,-96
-29,-109,-80,69,25,-95,37,-120,-135,-140,-41,-89
-25,-105,-79,65,27,-92,41,-121,-135,-143,-44,-89
-24,-103,-78,64,27,-91,46,-112,-126,-133,-35,-88
-26,-101,-75,64,25,-89,53,-109,-123,-131,-34,-87
-31,-108,-76,69,23,-92,51,-109,-127,-129,-33,-98
-36,-111,-74,74,19,-93,55,-107,-126,-126,-32,-101
-35,-113,-77,74,21,-96,50,-118,-137,-137,-42,-113
-36,-117,-80,76,22,-99,48,-121,-142,-140,-46,-120
-32,-115,-82,73,25,-99,49,-131,-150,-152,-58,-122
-29,-114,-84,72,28,-99,47,-137,-157,-160,-66,-128
-31,-110,-78,71,24,-95,54,-132,-152,-160,-70,-122
-30,-107,-77,69,24,-92,56,-137,-157,-167,-78,-123
-35,-109,-74,72,20,-92,61,-131,-155,-161,-73,-123
-37,-110,-72,73,18,-91,65,-131,-155,-163,-76,-122
-38,-116,-77,77,20,-97,61,-132,-160,-163,-76,-132
-44,-120,-76,82,16,-98,63,-130,-160,-161,-77,-137
-46,-125,-78,86,16,-102,56,-141,-173,-171,-87,-151
-49,-130,-80,90,15,-105,52,-147,-179,-176,-92,-161
-48,-129,-80,89,16,-105,49,-161,-190,-193,-106,-166
-48,-130,-81,89,17,-106,44,-170,-200,-205,-117,-174
-53,-129,-76,91,11,-103,49,-168,-198,-209,-124,-167
-50,-127,-76,88,13,-102,48,-172,-202,-217,-132,-168
-49,-126,-76,87,14,-101,51,-164,-197,-209,-126,-166
-51,-126,-74,89,12,-100,52,-162,-195,-209,-128,-163
-57,-133,-76,95,10,-105,46,-160,-197,-207,-126,-169
-59,-134,-74,97,8,-104,47,-155,-192,-202,-123,-167
-52,-130,-77,91,13,-104,39,-161,-198,-209,-130,-173
-49,-130,-80,89,16,-105,34,-160,-199,-206,-126,-178
-43,-126,-82,85,20,-104,29,-165,-204,-212,-131,-181
-43,-126,-83,85,20,-105,22,-168,-207,-217,-136,-184
-50,-126,-75,88,13,-101,25,-164,-198,-217,-139,-173
-50,-124,-74,87,12,-99,22,-165,-197,-219,-143,-169
-52,-125,-72,88,10,-99,22,-153,-185,-205,-131,-164
-51,-120,-69,86,9,-95,22,-147,-177,-200,-128,-157
-49,-119,-69,84,10,-94,16,-140,-172,-193,-121,-159
-49,-116,-67,83,9,-92,14,-131,-163,-184,-113,-155
-43,-114,-71,79,14,-93,4,-133,-168,-185,-113,-160
-41,-113,-72,78,15,-93,-3,-129,-166,-180,-110,-160
-36,-108,-71,72,18,-90,-7,-133,-166,-187,-119,-154
-26,-99,-72,63,23,-86,-15,-132,-164,-186,-118,-152
-17,-84,-67,51,25,-76,-13,-120,-151,-177,-110,-137
-15,-80,-65,47,25,-72,-17,-119,-148,-176,-108,-132
-25,-86,-60,56,18,-73,-17,-109,-138,-163,-95,-125
-30,-85,-54,58,12,-70,-16,-103,-131,-158,-90,-117
-33,-86,-52,60,10,-69,-21,-97,-127,-149,-80,-118
-37,-86,-48,62,5,-67,-23,-89,-119,-140,-72,-115
-36,-86,-49,61,7,-68,-33,-93,-125,-142,-74,-122
-40,-89,-49,65,5,-69,-40,-93,-126,-140,-71,-126
-41,-89,-47,65,3,-68,-44,-102,-132,-150,-81,-124
-38,-86,-48,62,5,-67,-48,-106,-133,-153,-83,-126
-34,-77,-43,56,4,-60,-41,-100,-123,-148,-79,-115
-30,-71,-41,51,6,-56,-42,-102,-123,-149,-80,-111
-32,-70,-37,51,2,-53,-40,-93,-115,-138,-69,-105
-31,-64,-33,47,1,-49,-38,-89,-109,-135,-66,-98
-28,-62,-33,45,3,-48,-43,-86,-107,-128,-60,-101
-27,-60,-32,44,2,-46,-43,-79,-100,-119,-53,-98
-21,-58,-36,40,7,-47,-51,-83,-106,-121,-53,-104
-21,-59,-37,40,8,-48,-55,-83,-110,-118,-50,-107
-17,-55,-37,36,10,-46,-58,-93,-121,-131,-60,-107
-15,-53,-38,34,12,-46,-64,-99,-128,-136,-65,-110
-15,-48,-32,32,9,-40,-60,-99,-123,-136,-67,-101
-14,-45,-30,30,8,-38,-60,-104,-126,-141,-71,-98
-21,-47,-25,34,2,-36,-54,-96,-118,-132,-63,-90
-19,-42,-23,31,2,-33,-50,-94,-115,-130,-61,-84
-15,-41,-26,28,5,-34,-53,-91,-114,-122,-53,-87
-16,-40,-24,28,4,-32,-52,-86,-109,-116,-46,-84
-14,-42,-27,28,7,-35,-60,-93,-117,-122,-49,-90
-15,-44,-28,29,7,-36,-64,-95,-120,-121,-47,-94
-11,-41,-29,26,9,-35,-67,-108,-129,-132,-55,-94
-9,-39,-30,24,11,-35,-69,-115,-136,-138,-60,-96
-9,-33,-23,22,7,-29,-61,-114,-131,-141,-65,-84
-4,-27,-22,16,9,-25,-60,-117,-133,-144,-68,-82
-2,-22,-20,12,9,-21,-56,-107,-124,-132,-56,-78
-4,-21,-16,13,6,-19,-54,-106,-123,-131,-56,-75
-12,-29,-16,21,2,-23,-59,-107,-126,-129,-54,-82
-17,-31,-13,24,-2,-22,-58,-104,-124,-127,-52,-80
-13,-29,-16,21,2,-23,-64,-110,-132,-134,-57,-88
-13,-32,-18,23,2,-25,-67,-111,-134,-133,-56,-92
-10,-32,-21,21,5,-27,-68,-123,-144,-144,-66,-93
-8,-32,-23,20,7,-28,-72,-128,-148,-147,-68,-97
-9,-27,-18,19,4,-23,-66,-124,-142,-146,-67,-88
-10,-28,-17,19,4,-23,-66,-128,-145,-151,-73,-87
-18,-33,-14,26,-2,-24,-60,-122,-140,-143,-68,-82
-20,-33,-13,27,-3,-23,-56,-121,-136,-142,-69,-77
-19,-36,-16,28,-1,-26,-57,-116,-133,-135,-63,-80
-20,-35,-15,28,-2,-25,-54,-110,-126,-128,-58,-78
-15,-35,-19,25,2,-28,-62,-114,-131,-131,-60,-87
-14,-36,-22,25,4,-30,-65,-113,-131,-127,-56,-92
-7,-33,-26,20,9,-30,-67,-121,-137,-136,-63,-94
-5,-33,-27,19,11,-30,-71,-126,-142,-139,-66,-98
-9,-29,-20,19,6,-25,-66,-124,-137,-140,-70,-89
-10,-30,-19,20,5,-25,-66,-127,-139,-145,-75,-87
-17,-35,-18,26,0,-26,-59,-119,-130,-136,-68,-80
-16,-33,-17,25,1,-26,-53,-115,-124,-134,-66,-74
-13,-34,-21,24,4,-28,-52,-108,-119,-125,-56,-77
-13,-34,-20,24,4,-27,-46,-100,-111,-117,-49,-72
-10,-35,-25,23,7,-30,-50,-103,-115,-118,-52,-78
-10,-39,-28,25,9,-34,-52,-99,-112,-112,-47,-80
-6,-39,-33,23,14,-36,-55,-104,-117,-116,-52,-80
-4,-42,-37,23,16,-40,-58,-107,-118,-119,-54,-83
-6,-40,-34,23,14,-37,-53,-105,-111,-121,-57,-71
-4,-40,-35,23,15,-38,-52,-107,-112,-125,-60,-70
-9,-44,-34,27,12,-39,-45,-96,-103,-114,-50,-65
-10,-44,-33,27,11,-39,-41,-92,-99,-111,-48,-60
-12,-48,-35,30,11,-42,-42,-85,-94,-103,-40,-62
-11,-46,-35,29,12,-41,-36,-77,-85,-95,-33,-57
-3,-44,-41,23,19,-42,-38,-78,-86,-94,-32,-64
4,-41,-45,19,24,-43,-38,-72,-83,-86,-24,-67
16,-35,-50,10,33,-42,-40,-76,-87,-90,-27,-69
18,-35,-53,9,35,-44,-42,-78,-89,-91,-30,-71
12,-36,-48,12,30,-42,-35,-77,-83,-94,-35,-58
10,-38,-48,14,29,-43,-35,-79,-83,-97,-39,-56
3,-44,-47,21,24,-46,-31,-68,-73,-85,-28,-50
0,-46,-45,23,22,-46,-28,-64,-67,-82,-25,-43
-4,-51,-47,27,21,-49,-29,-56,-62,-72,-17,-45
-8,-54,-45,31,19,-50,-26,-50,-54,-65,-11,-41
-8,-59,-51,34,21,-55,-33,-55,-59,-68,-14,-48
-11,-64,-53,38,21,-59,-34,-53,-59,-65,-11,-51
-8,-64,-56,36,24,-61,-37,-61,-69,-75,-19,-53
-5,-65,-59,35,27,-62,-39,-63,-72,-78,-21,-57
-4,-59,-55,32,25,-57,-32,-59,-64,-78,-22,-47
1,-55,-55,27,28,-55,-31,-61,-63,-80,-24,-45
-2,-53,-51,28,25,-52,-24,-50,-51,-69,-13,-37
1,-48,-49,24,24,-49,-19,-46,-45,-65,-11,-32
1,-48,-49,24,25,-49,-19,-38,-40,-55,-1,-34
1,-45,-46,23,23,-46,-14,-31,-32,-48,4,-29
6,-44,-50,19,28,-47,-19,-34,-36,-51,1,-35
8,-44,-52,19,29,-48,-20,-30,-32,-45,6,-38
15,-41,-56,13,35,-49,-24,-36,-37,-51,1,-42
15,-43,-58,15,36,-51,-27,-39,-41,-54,-2,-46
9,-43,-53,17,31,-48,-22,-39,-37,-60,-8,-37
9,-44,-52,18,31,-48,-23,-44,-41,-65,-14,-36
3,-46,-49,22,26,-48,-18,-36,-33,-56,-6,-30
2,-45,-47,22,25,-47,-14,-33,-30,-55,-5,-25
0,-50,-49,25,24,-49,-14,-26,-26,-45,4,-27
-1,-48,-47,25,23,-48,-11,-19,-19,-39,10,-22
6,-45,-50,20,28,-48,-17,-22,-24,-41,8,-28
4,-49,-52,23,28,-51,-18,-19,-24,-37,13,-31
4,-53,-57,25,30,-55,-23,-27,-33,-45,6,-36
5,-56,-60,26,32,-58,-26,-32,-38,-49,2,-41
5,-52,-57,24,31,-54,-19,-33,-34,-53,-6,-32
10,-48,-58,20,34,-53,-19,-37,-35,-57,-11,-33
9,-47,-55,19,32,-51,-13,-27,-25,-46,-3,-28
10,-45,-54,18,32,-50,-10,-24,-22,-45,-3,-24
6,-49,-55,22,31,-52,-9,-19,-17,-37,5,-26
3,-51,-53,24,28,-52,-5,-13,-12,-32,9,-21
5,-53,-58,24,31,-55,-10,-16,-17,-35,6,-28
4,-55,-59,26,31,-57,-9,-13,-15,-31,9,-29
9,-53,-62,22,35,-58,-10,-20,-21,-38,1,-30
14,-50,-63,18,38,-57,-12,-24,-25,-39,-2,-33
17,-41,-57,12,36,-49,-7,-25,-22,-41,-7,-24
22,-35,-57,7,39,-46,-9,-28,-25,-44,-10,-25
21,-34,-54,7,37,-44,-4,-17,-15,-33,0,-21
19,-35,-54,8,36,-45,-1,-16,-13,-33,0,-17
11,-45,-56,17,33,-50,-1,-11,-12,-26,5,-17
7,-47,-54,20,30,-50,2,-7,-6,-21,10,-13
10,-47,-57,19,33,-52,-5,-11,-10,-23,9,-22
8,-49,-57,21,33,-54,-6,-8,-9,-19,14,-26
12,-49,-60,19,36,-55,-9,-17,-18,-27,6,-31
15,-47,-62,17,38,-55,-11,-20,-21,-30,4,-34
18,-39,-57,11,37,-48,-4,-21,-16,-36,-1,-22
23,-34,-57,6,40,-46,-5,-23,-18,-39,-5,-22
21,-33,-54,6,37,-43,1,-12,-8,-27,5,-18
21,-29,-50,4,36,-40,5,-10,-6,-27,3,-14
17,-31,-48,8,32,-40,6,-4,-2,-21,7,-14
15,-31,-45,9,30,-38,10,2,3,-15,10,-9
19,-32,-51,7,34,-42,3,1,-2,-15,10,-17
17,-36,-53,10,35,-45,1,3,-2,-10,15,-22
20,-38,-57,9,38,-47,-3,-7,-11,-18,6,-28
22,-38,-60,9,40,-49,-4,-12,-16,-22,3,-32
24,-32,-55,4,39,-44,4,-13,-12,-29,-4,-20
31,-26,-56,-2,43,-41,4,-15,-13,-31,-5,-21
33,-21,-54,-6,43,-38,10,-2,-2,-17,9,-18
29,-22,-51,-3,40,-36,13,-1,1,-17,8,-15
15,-33,-48,9,31,-41,12,2,3,-13,10,-18
8,-37,-45,15,26,-41,13,5,8,-9,12,-15
9,-41,-49,16,28,-45,5,1,3,-11,11,-24
6,-44,-50,19,28,-47,2,4,3,-8,14,-28
9,-45,-54,18,31,-49,-4,-6,-6,-19,6,-33
9,-46,-55,19,32,-50,-8,-9,-10,-21,5,-37
8,-41,-48,17,28,-45,-4,-11,-8,-23,1,-29
10,-39,-48,15,28,-43,-7,-16,-12,-28,-5,-29
6,-38,-44,17,25,-41,-3,-8,-4,-22,-2,-22
6,-37,-42,16,24,-40,0,-9,-2,-24,-5,-18
2,-41,-42,20,21,-41,1,-3,2,-17,1,-20
2,-37,-39,18,20,-38,7,2,8,-13,3,-14
9,-34,-43,13,26,-38,6,0,5,-14,2,-19
12,-32,-44,11,28,-38,6,4,8,-6,8,-20
19,-29,-48,5,33,-39,-1,-2,0,-11,5,-26
20,-29,-50,5,35,-40,-6,-6,-4,-14,3,-31
19,-26,-45,4,32,-36,-2,-11,-4,-24,-7,-23
20,-27,-46,4,33,-37,-5,-17,-10,-31,-12,-25
14,-30,-44,8,29,-37,-2,-10,-3,-22,-3,-21
11,-32,-43,11,26,-38,-1,-10,-3,-23,-5,-18
2,-39,-42,19,22,-41,-3,-5,0,-15,0,-19
-3,-42,-39,23,18,-40,0,-1,5,-12,2,-14
-2,-45,-43,24,20,-44,-5,-6,1,-15,1,-20
-3,-47,-44,25,20,-46,-6,-3,2,-11,5,-24
3,-44,-47,21,25,-46,-11,-12,-7,-20,-2,-31
6,-43,-49,19,27,-46,-14,-15,-11,-23,-5,-35
9,-37,-46,14,27,-41,-8,-17,-10,-30,-13,-26
14,-35,-48,11,31,-42,-9,-22,-14,-35,-16,-26
12,-35,-47,12,29,-41,-3,-13,-6,-25,-7,-19
14,-32,-46,9,29,-39,1,-12,-4,-25,-8,-15
11,-33,-44,11,27,-39,2,-5,2,-17,-1,-16
11,-30,-41,10,25,-36,7,1,8,-11,2,-11
14,-30,-45,8,29,-37,3,0,4,-11,3,-18
12,-34,-46,12,29,-40,2,4,5,-6,7,-21
14,-38,-51,13,32,-45,-6,-5,-5,-16,-1,-28
12,-42,-54,16,32,-48,-10,-9,-9,-20,-4,-32
9,-40,-49,16,29,-44,-6,-14,-10,-29,-14,-23
14,-36,-50,12,32,-43,-8,-19,-14,-34,-19,-24
17,-31,-48,8,32,-40,-3,-9,-5,-25,-11,-19
20,-28,-47,4,33,-38,-1,-10,-4,-27,-13,-15
17,-31,-48,8,32,-39,1,-4,0,-21,-6,-15
13,-33,-46,10,29,-40,3,0,3,-17,-2,-12
14,-38,-52,13,32,-45,-6,-2,-4,-16,-1,-23
7,-47,-54,21,30,-50,-10,-2,-6,-14,2,-28
4,-56,-59,27,31,-57,-20,-15,-19,-28,-11,-38
3,-62,-64,30,33,-63,-25,-21,-26,-34,-16,-44
6,-60,-66,28,35,-63,-22,-26,-27,-42,-24,-38
9,-61,-70,27,39,-66,-25,-32,-32,-48,-30,-41
6,-63,-69,29,37,-66,-22,-25,-24,-42,-24,-36
4,-65,-69,31,36,-67,-21,-28,-25,-45,-28,-34
-2,-71,-68,37,33,-70,-21,-23,-22,-39,-23,-36
-7,-74,-67,41,30,-71,-20,-22,-20,-38,-23,-33
-8,-80,-72,44,32,-76,-28,-29,-27,-42,-26,-41
-10,-85,-74,48,32,-79,-32,-28,-27,-39,-24,-44
-6,-86,-79,47,36,-83,-40,-37,-37,-49,-32,-52
-7,-90,-83,49,37,-86,-43,-42,-43,-53,-36,-57
-9,-89,-80,50,35,-85,-36,-49,-47,-63,-47,-51
-7,-90,-82,49,37,-86,-34,-55,-52,-70,-52,-53
-10,-90,-81,50,35,-86,-23,-47,-42,-62,-46,-46
-11,-91,-80,51,34,-85,-17,-46,-40,-63,-47,-43
-18,-96,-79,57,30,-87,-13,-37,-33,-54,-39,-44
-22,-97,-75,60,26,-86,-5,-31,-27,-49,-37,-40
-21,-99,-77,60,28,-88,-4,-32,-30,-49,-37,-48
-23,-100,-77,62,27,-89,0,-26,-27,-42,-33,-51
-18,-100,-81,59,31,-91,-3,-32,-35,-49,-39,-58
-17,-98,-81,58,32,-90,-2,-34,-38,-51,-41,-61
-16,-90,-74,54,29,-82,5,-39,-39,-58,-49,-52
-11,-82,-71,47,30,-77,7,-41,-41,-59,-52,-50
-9,-72,-63,41,27,-67,19,-29,-28,-46,-42,-38
-7,-66,-59,37,25,-62,24,-25,-24,-43,-40,-34
-11,-68,-57,40,22,-62,27,-13,-15,-30,-28,-36
-19,-73,-54,46,17,-63,32,-7,-10,-24,-25,-33
-26,-84,-57,56,15,-71,28,-9,-14,-23,-26,-42
-33,-90,-57,62,12,-74,29,-5,-11,-19,-22,-45
-32,-92,-61,62,14,-77,23,-14,-19,-29,-30,-52
-32,-96,-63,65,15,-80,19,-16,-22,-32,-30,-58
-32,-94,-62,64,14,-78,20,-19,-22,-39,-36,-54
-33,-95,-62,65,14,-79,16,-24,-26,-45,-41,-56
-41,-96,-55,69,7,-76,22,-18,-19,-38,-36,-49
-43,-94,-51,69,3,-73,22,-20,-20,-42,-40,-45
-48,-95,-46,72,-2,-71,23,-16,-17,-36,-34,-45
-49,-87,-38,68,-6,-62,26,-14,-14,-34,-32,-38
-44,-78,-34,62,-6,-56,21,-17,-17,-32,-30,-43
-43,-70,-27,57,-8,-49,23,-13,-13,-24,-24,-43
-37,-61,-24,50,-7,-43,20,-20,-19,-29,-28,-49
-36,-59,-22,48,-7,-41,17,-22,-22,-28,-28,-53
-37,-54,-17,46,-10,-36,19,-27,-23,-35,-36,-47
-35,-53,-17,45,-10,-35,15,-32,-27,-41,-42,-49
-39,-51,-12,45,-14,-32,20,-25,-20,-35,-39,-43
-38,-47,-9,43,-15,-28,22,-26,-18,-39,-44,-40
-41,-47,-6,44,-18,-26,25,-18,-10,-31,-37,-38
-42,-44,-2,44,-21,-23,30,-13,-3,-26,-34,-32
-41,-46,-5,44,-18,-26,25,-12,-5,-22,-29,-37
-39,-46,-7,43,-16,-26,23,-7,-2,-14,-22,-37
-29,-43,-14,37,-8,-29,13,-15,-10,-20,-26,-43
-25,-43,-18,34,-4,-30,8,-17,-14,-22,-26,-45
-22,-37,-16,30,-3,-26,10,-22,-17,-32,-35,-36
-14,-31,-17,23,1,-24,7,-25,-19,-37,-37,-32
-10,-23,-13,17,1,-18,12,-15,-8,-28,-28,-18
-3,-14,-11,9,3,-12,13,-11,-3,-25,-25,-8
-1,-9,-8,5,3,-8,15,1,9,-10,-12,-1
0,-4,-4,2,2,-4,18,10,18,-1,-4,7
2,-4,-6,1,4,-5,11,13,17,4,3,2
2,-3,-4,1,3,-4,11,20,22,11,10,3
7,1,-7,-3,7,-3,5,13,15,4,5,-1
10,2,-8,-6,9,-3,3,14,14,6,8,-4
14,8,-6,-11,10,1,6,11,13,1,4,2
15,10,-5,-12,10,2,3,7,9,-2,1,0
8,10,2,-8,2,6,8,13,17,3,5,8
6,11,5,-8,0,8,10,10,17,0,3,11
2,9,7,-5,-3,8,13,18,23,9,11,11
1,10,9,-5,-5,10,16,21,27,11,13,16
2,7,6,-4,-2,7,11,20,22,12,15,9
-1,6,6,-2,-4,6,11,24,25,18,20,9
2,6,3,-3,-1,4,6,16,18,11,15,4
6,6,0,-6,3,3,3,16,16,13,17,0
15,14,-1,-14,7,7,4,12,15,6,12,4
15,12,-3,-13,8,5,0,6,8,1,7,0
3,6,3,-4,0,5,4,9,12,3,8,6
2,6,4,-3,-2,5,5,6,10,-1,3,10
0,4,4,-2,-3,4,9,15,17,6,11,14
2,9,7,-5,-3,8,15,19,22,9,14,22
8,13,6,-10,1,10,14,18,20,10,17,18
13,18,5,-15,3,11,15,25,25,20,27,18
25,24,-1,-24,13,11,9,22,19,20,29,10
23,20,-3,-21,12,9,4,20,16,20,29,3
15,16,1,-15,7,9,4,11,10,7,17,4
10,12,2,-10,4,7,-1,4,4,-1,9,0
1,9,8,-5,-4,9,2,8,10,2,10,7
1,9,8,-4,-4,8,2,4,9,-2,5,9
-1,5,6,-1,-4,5,4,11,15,6,12,11
-4,2,6,2,-6,4,7,14,17,8,14,15
-7,-5,2,7,-5,-2,3,12,12,10,15,7
-11,-9,3,10,-7,-3,2,15,13,14,18,4
-8,-7,0,8,-4,-4,-5,5,3,6,10,-5
